id,type,subtype,name,rank,slash,crush,pierce,blaze,freeze,spark,divine,parent,skill,cost,prereq,materials
M-BH-032,Melee,Boost Hammer,Hammer II,4,0,252,0,0,0,0,0,M-BH-031,Hammerer IV,2800,M-BH-031,Simian Armor+:1|Jewel Steel:1|Poison Metal:1
M-BH-033,Melee,Boost Hammer,Hammer N,6,0,343,0,0,0,0,0,M-BH-032,Hammerer V,4160,M-BH-032,Simian Armor+:2|Emperor Wing:1|Jewel Steel:2|Witch Filigree:1|Hardener:1
M-BH-034,Melee,Boost Hammer,Hammer X,10,0,575,0,0,0,0,0,M-BH-033,"Hammerer V, Hammer Master II",13600,M-BH-033,Helios Raiment:2|Helios Carver:2|Helios Steel:1|Nectar:1|Holy Jewel Steel:1
M-BH-035,Melee,Boost Hammer,Hammer V,13,0,655,0,0,0,0,0,M-BH-034,"Hammerer V, Hammer Master III",52000,M-BH-034,Invictus Corona:2|Helios Carver:3|Helios Ingot:2|Adamantite:1|Holy Jewel Steel:1
M-BH-036,Melee,Boost Hammer,Hammer EX,14,0,678,0,0,0,0,0,M-BH-035,"Hammerer V, Hammer Master IV",96000,M-BH-035,Generic Compound Core:1
M-BH-037,Melee,Boost Hammer,Blitz Hammer,3,0,189,0,0,0,1,0,M-BH-031,Hammerer III,664,M-BH-031,Chimera Fang:2|Chimera Fur:2|Chimera Skull:1
M-BH-038,Melee,Boost Hammer,Blitz Hammer II,4,0,252,0,0,0,1,0,M-BH-037,Hammerer IV,2800,M-BH-037,King Skull:1|Chimera Spark Fur:2|Chimera Wing:1|Mistle:1
M-BH-039,Melee,Boost Hammer,Blitz Hammer N,5,0,297,0,0,0,1,0,M-BH-038,Hammerer V,3360,M-BH-038,King Skull:2|Chimera Spark Fur:2|Chimera Wing:1|Spark Ogre Fang:1|Ignitor:1
M-BH-040,Melee,Boost Hammer,Storm Hammer,6,0,343,0,0,0,1,0,M-BH-039,"Hammerer V, Hammer Master I",4160,M-BH-039,Spark Ogre Mask:2|Chimera Spark Fur:3|Chimera Claw:1|Anathema Gun:1|Anathema Armor:1
M-BH-041,Melee,Boost Hammer,Storm Hammer II,8,0,451,0,0,0,1,0,M-BH-040,"Hammerer V, Hammer Master II",8800,M-BH-040,Anathema Raiment:3|Anathema Crown:2|King Nephrite:1|Anathema Frame:1|Lucifer Starstone:1
M-BH-042,Melee,Boost Hammer,Storm Hammer N,10,0,575,0,0,0,1,0,M-BH-041,"Hammerer V, Hammer Master III",13600,M-BH-041,Elders Armor:3|Elder's Wing:3|Elder's Oculus:2|Elder's Horn:2|Thunder Ogre Cowl:2
M-BH-043,Melee,Boost Hammer,Storm Hammer X,12,0,617,0,0,0,1,0,M-BH-042,"Hammerer V, Hammer Master IV",40800,M-BH-042,Elder's Horn:3|Elder's Wing:3|Elder's Oculus:3|Elder's Armor:2|Elder's Soul:3
M-BH-044,Melee,Boost Hammer,Storm Hammer EX,14,0,678,0,0,0,1,0,M-BH-043,"Hammerer V, Hammer Master IV",96000,M-BH-043,Generic Compound Core:1
M-BH-045,Melee,Boost Hammer,Gun Hammer,5,0,297,0,1,0,0,0,M-BH-032,Hammerer V,3360,M-BH-032,Wyrm Armor:2|Blaze Knight Shield:1|Blaze Ogre Tooth:2|Blaze Ogre Mask:1|Plastic:1
M-BH-046,Melee,Boost Hammer,Gun Hammer II,6,0,343,0,1,0,0,0,M-BH-045,"Hammerer V, Hammer Master I",4160,M-BH-045,Hot Barrel:1|Blaze Knight Shield:2|Blaze Ogre Tooth:3|Blaze Ogre Mask:1|Draconic Gun:1
M-BH-047,Melee,Boost Hammer,Gun Hammer N,9,0,514,0,1,0,0,0,M-BH-046,"Hammerer V, Hammer Master II",9600,M-BH-046,Blaze Wyrm Fang:1|Ares Alloy:2|Detonator:2|Oracle Blaze Stone:1|Venom Metal:1
M-BH-048,Melee,Boost Hammer,Gun Hammer X,11,0,597,0,1,0,0,0,M-BH-047,"Hammerer V, Hammer Master III",16000,M-BH-047,Phantom Armor:3|Phantom Horn:1|Phantom Cataphract:1|Serpent Blaze Helm:1|Holy Serpent Guard:1
M-BH-049,Melee,Boost Hammer,Gun Hammer V,13,0,655,0,1,0,0,0,M-BH-048,"Hammerer V, Hammer Master IV",52000,M-BH-048,Phantom Armor:3|Phantom Lance:2|Phantom Arm Gauntlet:2|Serpent Blaze Helm:1|Flaming Crystal:1
M-BH-050,Melee,Boost Hammer,Gun Hammer EX,14,0,678,0,1,0,0,0,M-BH-049,"Hammerer V, Hammer Master IV",96000,M-BH-049,Generic Compound Core:1
M-BH-051,Melee,Boost Hammer,Fee Dragee,2,0,135,0,0,0,0,1,-,Nonagression I,560,-,Brittle Titanium:1|Mana Stone Chip:2
M-BH-052,Melee,Boost Hammer,Fee Dragee II,3,0,189,0,0,0,0,1,M-BH-051,Nonagression II,664,M-BH-051,Brittle Titanium:1|Mana Stone Chip:2|Simian Armament:2
M-BH-053,Melee,Boost Hammer,Fee Dragee N,4,0,252,0,0,0,0,1,M-BH-052,Nonagresion III,2800,M-BH-052,Simian Armor+:1|Aragami Bone Chip:1|Mana Stone Chip:1|Ash:1
M-BH-054,Melee,Boost Hammer,Fee Dragee X,7,0,413,0,0,0,0,1,M-BH-053,Nonagression IV,7760,M-BH-053,Chimera Spark Skull:2|Goddess Plumage:3|Ash:1|Oracle Lucent Stone:2|Sage Stone:1
M-BH-055,Melee,Boost Hammer,De Dragee,9,0,514,0,0,0,0,1,M-BH-054,"Nonagression IV, Shield Rise I",9600,M-BH-054,Chimera Spark Skull:3|Goddess Quill:3|Prince's Steel:2|Oracle Spark Stone:3|Titanium Alloy:1
M-BH-056,Melee,Boost Hammer,De Dragee II,11,0,597,0,0,0,0,1,M-BH-055,"Nonagression IV, Shield Rise II",16000,M-BH-055,Anathema Crown:1|Conqueror Gun:2|Conqueror Armor:2|Oracle Lucent Stone:1|Detonator:3
M-BH-057,Melee,Boost Hammer,De Dragee N,13,0,655,0,0,0,0,1,M-BH-056,"Nonagression IV, Shield Rise III",52000,M-BH-056,Conqueror Crown:1|Conqueror Steel:2|Conqueror Armor:2|Oracle Lucent Stone:1|Detonator:3
M-BH-058,Melee,Boost Hammer,De Dragee EX,14,0,678,0,0,0,0,1,M-BH-057,"Nonagression IV, Shield Rise IV",96000,M-BH-057,Generic Compound Core:1
M-BH-059,Melee,Boost Hammer,Fee de Neige,5,0,291,0,0,1,0,1,M-BH-053,Nonagression IV,3360,M-BH-053,Ignitor:1|Mana Stone:1|Manganese:1|Fossil Tree:1|Draconic Fin:1
M-BH-060,Melee,Boost Hammer,Fee de Neige II,6,0,336,0,0,1,0,1,M-BH-059,"Nonagression IV, Shield Rise I",4160,M-BH-059,Anathema Armor:2|Mana Stone:2|Freeze Crystal:1|Mithril Silver:1|Draconic Cannon:1
M-BH-061,Melee,Boost Hammer,Fee de Neige N,8,0,442,0,0,1,0,1,M-BH-060,"Nonagression IV, Shield Rise II",8800,M-BH-060,Anathema Raiment:1|Chaotic Lichen:2|Mana Crystal:1|Prince's Shield:2|Prince's Soul:2
M-BH-062,Melee,Boost Hammer,De Neige,10,0,563,0,0,1,0,1,M-BH-061,"Nonagression IV, Shield Rise III",13600,M-BH-061,Conqueror Armor:2|Chaotic Lichen:3|Philosopher's Stone:1|Lucifer Carapace:2|Prince's Pin:1
M-BH-063,Melee,Boost Hammer,De Neige II,11,0,585,0,0,1,0,1,M-BH-062,"Nonagression IV, Shield Rise IV",16000,M-BH-062,Conqueror Gun:2|Conqueror Jade:1|Detonator:2|Arctic Barrel:1|Shattering Ogre Fang:2
M-BH-064,Melee,Boost Hammer,De Neige N,13,0,642,0,0,1,0,1,M-BH-063,"Nonagression IV, Shield Rise IV",52000,M-BH-063,Conqueror Steel:2|Conqueror Jade:1|Detonator:2|Cyro Barrel:1|Arctic Ogre Fang:1
M-BH-065,Melee,Boost Hammer,De Neige EX,14,0,664,0,0,1,0,1,M-BH-064,"Nonagression IV, Shield Rise IV",96000,M-BH-064,Generic Compound Core:1
M-BH-066,Melee,Boost Hammer,Fee Cheminee,6,0,336,0,1,0,0,1,M-BH-053,Nonagression IV,4160,M-BH-053,Hanuman Mesh:1|Simian Armor+:2|Hanuman Redstone:1|Mithril Silver:2|Blaze Crystal:1
M-BH-067,Melee,Boost Hammer,Fee Cheminee II,7,0,405,0,1,0,0,1,M-BH-066,"Nonagression IV, Shield Rise I",7760,M-BH-066,Helios Circlet:1|Helios Armor:3|Helios Steel:2|Mithril Silver:3|Oracle Blaze Stone:1
M-BH-068,Melee,Boost Hammer,De Cheminee,10,0,563,0,1,0,0,1,M-BH-067,"Nonagression IV, Shield Rise II",13600,M-BH-067,Helios Carver:2|Helios Ingot:1|Philosopher's Stone:1|Oracle Lucent Stone:1|Oracle Blaze Stone:1
M-BH-069,Melee,Boost Hammer,De Cheminee II,12,0,605,0,1,0,0,1,M-BH-068,"Nonagression IV, Shield Rise III",40800,M-BH-068,Invictus Corona:2|Invictus Carver:3|Invictus Guard:3|Philosopher's Stone:1|Oracle Blaze Stone:1
M-BH-070,Melee,Boost Hammer,De Cheminee N,13,0,642,0,1,0,0,1,M-BH-069,"Nonagression IV, Shield Rise IV",52000,M-BH-069,Invictus Corona:2|Invictus Carver:3|Invictus Crystal:1|Philospher's Stone:1|Oracle Blaze Crystal:1
M-BH-071,Melee,Boost Hammer,De Cheminee EX,14,0,0,0,1,0,0,1,M-BH-070,"Nonagression IV, Shield Rise IV",96000,M-BH-070,Generic Compound Core:1
M-BH-072,Melee,Boost Hammer,Fee Tonnerre,6,0,336,0,0,0,1,1,M-BH-053,Nonagression IV,4160,M-BH-053,Chaotic Moss:2|Chaotic Horn:2|Chaotic Claw:2|Spark Crystal:1|Soft Iron:1
M-BH-073,Melee,Boost Hammer,Fee Tonnerre II,8,0,442,0,0,0,1,1,M-BH-072,"Nonagression IV, Shield Rise I",8800,M-BH-072,Chaotic Spark Gun:1|Chaotic Horn:1|Chaotic Claw:1|Oracle Spark Stone:1|Minthril Silver:1
M-BH-074,Melee,Boost Hammer,Fee Tonnerre N,9,0,504,0,0,0,1,1,M-BH-073,"Nonagression IV, Shield Rise II",9600,M-BH-073,Chaotic Lichen:1|Diablo Eye:1|Anathema Tallow:1|Oracle Spark Stone:1|Mithril Silver:1
M-BH-075,Melee,Boost Hammer,De Tonnerre,10,0,563,0,0,0,1,1,M-BH-074,"Nonagression IV, Shield Rise III",13600,M-BH-074,Abyssal Bone:1|Abyssal Horn:2|Abyssal Claw:2|Oracle Lucent Stone:1|Oracle Spark Stone:1
M-BH-076,Melee,Boost Hammer,De Tonnerre II,12,0,605,0,0,0,1,1,M-BH-075,"Nonagression IV, Shield Rise IV",40800,M-BH-075,Abyssal Gun:1|Lucifer Prong:2|Lucifer Ingo:1|Oracle Lucent Crystal:1|Oracle Spark Crystal:1
M-BH-077,Melee,Boost Hammer,De Tonnerre N,13,0,642,0,0,0,1,1,M-BH-076,"Nonagression IV, Shield Rise IV",52000,M-BH-076,Chaotic Eye:1|Lucifer Prong:2|Lucifer Ingot:1|Pure Silver:1|Oracle Spark Crystal:1
M-BH-078,Melee,Boost Hammer,De Tonnerre EX,14,0,664,0,0,0,1,1,M-BH-077,"Nonagression IV, Shield Rise IV",96000,M-BH-077,Generic Compound Core:1
M-BH-079,Melee,Boost Hammer,Ice Smasher,2,0,135,0,0,1,0,0,-,Healing Touch I,560,-,Freeze Stone:1|Draconic Fang:1
M-BH-080,Melee,Boost Hammer,Ice Smasher II,3,0,189,0,0,1,0,0,M-BH-079,Healing Touch II,664,M-BH-079,Freeze Stone:1|Cold Ogre Fang:1|Aragami Bone Chip:1
M-BH-081,Melee,Boost Hammer,Ice Smasher N,4,0,252,0,0,1,0,0,M-BH-080,Healing Touch IV,2800,M-BH-080,Freeze Crystal:1|Freezing Ogre Fang:1|Aragami Bone:2|Pixie Shell:2
M-BH-082,Melee,Boost Hammer,Frozen Smasher,6,0,343,0,0,1,0,0,M-BH-081,"Healing Touch IV, Saint's Embrace I",4160,M-BH-081,Freeze Crystal:2|Wukong Mask:1|Wukong Armor:2|Wukong Redstone:1|Pixie Ice Shell:1
M-BH-083,Melee,Boost Hammer,Frozen Smasher II,9,0,514,0,0,1,0,0,M-BH-082,"Healing Touch IV, Saint's Embrace II",9600,M-BH-082,Oracle Freeze Stone:1|Royal Crown:1|Royal Ice Armor:1|Boreas Rumbler:1|Pixie rime Shell:1
M-BH-084,Melee,Boost Hammer,Frozen Smasher N,13,0,655,0,0,1,0,0,M-BH-083,"Healing Touch IV, Saint's Embrace III",52000,M-BH-083,Oracle Freeze Crystal:1|Royal Frame:2|Royal Crystal Armor:1|Royal Amethyst:1|Cyro Barrel:1
M-BH-085,Melee,Boost Hammer,Frozen Smasher EX,14,0,678,0,0,1,0,0,M-BH-084,"Healing Touch IV, Saint's Embrace IV",96000,M-BH-084,Generic Compound Core:1
M-BH-086,Melee,Boost Hammer,Crocjaw,2,0,135,0,0,0,0,0,-,Oracle Rise I,560,-,Draconic Gun:1|Draconic Scale:1|Draconic Fang:1
M-BH-087,Melee,Boost Hammer,Crocjaw II,3,0,189,0,0,0,0,0,M-BH-086,Oracle Rise II,664,M-BH-086,Draconic Gun:1|Draconic Scale:1|Draconic Fin:1
M-BH-088,Melee,Boost Hammer,Crocjaw N,4,0,252,0,0,0,0,0,M-BH-087,Oracle Rise III,2800,M-BH-087,Draconic Cannon:1|Draconic Carapace:2|Draconic Fang:2|Draconic Fin:1
M-BH-089,Melee,Boost Hammer,Ice Crocjaw,6,0,343,0,0,1,0,0,M-BH-088,Oracle Rise IV,4160,M-BH-088,Draconic Cannon:2|Draconic Carapace:3|Draconic Fang:2|Draconic Fin1x Draconic Horn:1
M-BH-090,Melee,Boost Hammer,Ice Crocjaw II,7,0,413,0,0,1,0,0,M-BH-089,Oracle Rise V,7760,M-BH-089,Draconic Cannon+:2|Draconic Carapace:3|Draconic Fang:2|Draconic Fin:2|Ash:2
M-BH-091,Melee,Boost Hammer,Glacier Crocjaw,8,0,451,0,0,1,0,0,M-BH-090,"Oracle Rise V, Cecchino I",8800,M-BH-090,Draconic Cannon+:2|Draconic Carapace:3|Draconic Fang:2|Draconic Fin:3|Draconic Tallow:1
M-BH-092,Melee,Boost Hammer,Glacier Crocjaw II,11,0,597,0,0,1,0,0,M-BH-091,"Oracle Rise V, Cecchino II",16000,M-BH-091,Draconic Cannon +:2|Draconic Carapace:3|Draconic Fang:3|Draconic Fin:3|Draconic Horn:1
M-BH-093,Melee,Boost Hammer,Glacier Crocjaw N,13,0,655,0,0,1,0,0,M-BH-092,"Oracle Rise V, Cecchino III",52000,M-BH-092,Draconic Cannon+:2|Draconic Carapace:3|Draconic Fang:3|Draconic Fin:3|Draconic Amethyst:1
M-BH-094,Melee,Boost Hammer,Glacier Crocjaw EX,14,0,678,0,0,1,0,0,M-BH-093,"Oracle Rise V, Cecchino IV",96000,M-BH-093,Generic Compound Core:1
M-BH-095,Melee,Boost Hammer,Flame Crocjaw,4,0,252,0,1,0,0,0,M-BH-087,Oracle Rise III,2800,M-BH-087,Draconic Gun:1|Wyrm Armor:2|Wyrm Horn:1|Wyrm Fin:2|Oil:2
M-BH-096,Melee,Boost Hammer,Flame Crocjaw II,5,0,297,0,1,0,0,0,M-BH-095,Oracle Rise IV,3360,M-BH-095,Draconic Gun:1|Wyrm Armor:2|Wyrm Horn:2|Wyrm Fin:3|Blaze Crystal:1
M-BH-097,Melee,Boost Hammer,Flame Crocjaw N,6,0,343,0,1,0,0,0,M-BH-096,Oracle Rise V,4160,M-BH-096,Draconic Gun:2|Wyrm Armor:3|Wyrm Horn:2|Wyrm Fin:3|Blaze Crystal:2
M-BH-098,Melee,Boost Hammer,Volcanic Crocjaw,9,0,514,0,1,0,0,0,M-BH-097,"Oracle Rise V, Cecchino I",9600,M-BH-097,Blaze Wyrm Gun:3|Wyrm Fire Armor:2|Wyrm Blaze Horn:2|Wyrm Fin:3|Draconic Tallow:1
M-BH-099,Melee,Boost Hammer,Volcanic Crocjaw II,10,0,575,0,1,0,0,0,M-BH-098,"Oracle Rise V, Cecchino II",13600,M-BH-098,Blaze Wyrm Gun:3|Wyrm Fire Armor:3|Wyrm Blaze Horn:2|Wyrm Fin:3|Blaze Wyrm Fang:2
M-BH-100,Melee,Boost Hammer,Volcanic Crocjaw N,12,0,617,0,1,0,0,0,M-BH-099,"Oracle Rise V, Cecchino III",40800,M-BH-099,Blaze Wyrm Gun:3|Wyrm Fire Armor:3|Wyrm Blaze Horn:3|Draconic Tallow:1|Wyrm Amethyst:1
M-BH-101,Melee,Boost Hammer,Volcanic Crocjaw EX,14,0,678,0,1,0,0,0,M-BH-100,"Oracle Rise V, Cecchino IV",96000,M-BH-100,Generic Compound Core:1
M-BH-102,Melee,Boost Hammer,Andira Maul,2,0,135,0,0,0,0,0,-,Advantage I,560,-,Simian Trunk:1|Simian Armament:1|Simian Tail:1
M-BH-103,Melee,Boost Hammer,Andira Ice Maul,4,0,252,0,0,1,0,0,M-BH-102,Advantage II,2800,M-BH-102,Wukong Mask:1|Wukong Armor:2|Wukong Rumbler:2|Freeze Crystal:1
M-BH-104,Melee,Boost Hammer,Andira Ice Maul II,5,0,297,0,0,1,0,0,M-BH-103,Advantage III,3360,M-BH-103,Wukong Mask:1|Wukong Armor:2|Wukong Rumbler:2|Wukong Redstone:1
M-BH-105,Melee,Boost Hammer,Andira Ice Maul N,6,0,343,0,0,1,0,0,M-BH-104,Advantage IV,4160,M-BH-104,Wukong Mask:2|Wukong Armor:3|Wukong Rumbler:2|Wukong Redstone:1
M-BH-106,Melee,Boost Hammer,Andira Ice Maul X,9,0,514,0,0,1,0,0,M-BH-105,Advantage V,9600,M-BH-105,Wukong Mask:2|Wukong Armor+:3|Boreas Rumbler:2|Simian Drum:1|Simian Power Tail:3
M-BH-107,Melee,Boost Hammer,Vaisravana Ice Maul,10,0,575,0,0,1,0,0,M-BH-106,"Advantage V, Kahuna Pohaku I",13600,M-BH-106,Simian Fragment:3|Wukong Armor+:3|Boreas Rumbler:2|Simian Drum:1|Simian Power Tail:3
M-BH-108,Melee,Boost Hammer,Vaisravana Peak II,11,0,597,0,0,1,0,0,M-BH-107,"Advantage V, Kahuna Pohaku II",16000,M-BH-107,Wukong Mask:3|Wukong Armor+:3|Simian Redstone:1|Simian Drum:2|Simian Power Tail:3
M-BH-109,Melee,Boost Hammer,Vaisravana Iceberg,13,0,655,0,0,1,0,0,M-BH-108,"Advantage V, Kahuna Pohaku III",52000,M-BH-108,Wukong Cowl:2|Wukong Power Armor:3|Wukong Hematite:1|Boreas Rumbler:3|Hanuman Ambrosia:1
M-BH-110,Melee,Boost Hammer,Vaisravana Iceberg EX,14,0,689,0,0,1,0,0,M-BH-109,"Advantage V, Kahuna Pohaku IV",96000,M-BH-109,Generic Compound Core:1
M-BH-111,Melee,Boost Hammer,Sakra Thunder Maul,6,0,343,0,0,0,1,0,M-BH-102,Advantage IV,4160,M-BH-102,Simian Fragment:1|Simian Armor+:2|Hanuman Flesh:2|Simian Great Tail:2
M-BH-112,Melee,Boost Hammer,Sakra Thunder Maul II,8,0,451,0,0,0,1,0,M-BH-111,Advantage V,8800,M-BH-111,Hanuman Mask:1|Hanuman Spark Armor:2|Hanuman Femur:1|Simian Power Armor:3|Simian Power Tail:1
M-BH-113,Melee,Boost Hammer,Sakra Thunderbolt,9,0,514,0,0,0,1,0,M-BH-112,"Advantage V, Kahuna Pohaku I",9600,M-BH-112,Hanuman Mask:2|Hanuman Spark Armor:2|Hanuman Femur:2|Simian Power Armor:3|Simian Power Tail:2
M-BH-114,Melee,Boost Hammer,Sakra Thunderbolt II,10,0,575,0,0,0,1,0,M-BH-113,"Advantage V, Kahuna Pohaku II",13600,M-BH-113,Hanuman Mask:2|Hanuman Spark Armor:3|Simian Pharynx:2|Howler Plumage:1|Simian Power Tail:3
M-BH-115,Melee,Boost Hammer,Sakra Thunderbolt N,12,0,617,0,0,0,1,0,M-BH-114,"Advantage V, Kahuna Pohaku III",40800,M-BH-114,Hanuman Mask:2|Hanuman Spark Armor:3|Hanuman Amethyst:2|Hanuman Femur:3|Simian Power Tail:3
M-BH-116,Melee,Boost Hammer,Sakra Thunderbolt EX,14,0,678,0,0,0,1,0,M-BH-115,"Advantage V, Kahuna Pohaku IV",96000,M-BH-115,Generic Compound Core:1
M-BH-117,Melee,Boost Hammer,Tigercrown,3,0,176,0,0,0,2,0,-,Polished Offense I,830,-,Chimera Skull:1|Chimera Fang:1|Chimera Fur:1
M-BH-118,Melee,Boost Hammer,Tigercrown II,4,0,247,0,0,0,2,0,M-BH-117,Polished Offense II,2800,M-BH-117,Chimera Spark Skull:1|Chimera Tusk:1|Chimera Spark Fur:2|Chimera Wing:1
M-BH-119,Melee,Boost Hammer,Tigercrown N,6,0,336,0,0,0,2,0,M-BH-118,Polished Offense III,4160,M-BH-118,Chimera Spark Skull:1|Chimera Tusk:1|Chimera Spark Fur:2|Chimera Wing:1
M-BH-120,Melee,Boost Hammer,Tigercrown X,7,0,405,0,0,0,2,0,M-BH-119,Polished Offense IV,7760,M-BH-119,Chimera Spark Skull:1|Chimera Tusk:3|Chimera Spark Fur:2|Chimera Great Wing:1|Oak:1
M-BH-121,Melee,Boost Hammer,Royal Tigercrown,8,0,442,0,0,0,2,0,M-BH-120,"Polished Offense IV, Buildup I",8800,M-BH-120,Chimera Spark Skull:3|Chimera Tusk:3|Chimera Spark Fur:2|Chimera Great Wing:2|Chimera Spark Claw:2
M-BH-122,Melee,Boost Hammer,Royal Tigercrown II,10,0,563,0,0,0,2,0,M-BH-121,"Polished Offense IV, Buildup II",13600,M-BH-121,Chimera Spark Skull:3|Chimera Femur:3|Chimera Spark Fur:2|Chimera Spark Wing:2|Chimera Spark Fang:2
M-BH-123,Melee,Boost Hammer,Royal Tigercrown N,13,0,642,0,0,0,2,0,M-BH-122,"Polished Offense IV, Buildup III",52000,M-BH-122,Chimera Spark Skull:3|Chimera Amethyst:1|Chimera Femur:3|Chimera Storm Fur:1|Chimera Spark Wing:1
M-BH-124,Melee,Boost Hammer,Royal Tigercrown EX,14,0,664,0,0,0,2,0,M-BH-123,"Polished Offense IV, Buildup IV",96000,M-BH-123,Generic Compound Core:1
M-BH-125,Melee,Boost Hammer,Queen Tigercrown,6,0,343,0,0,1,0,0,M-BH-118,Polished Offense III,4160,M-BH-118,Toyal Filigree:1|Royal Fang:1|Royal Armor:2|Royal Wing:2
M-BH-126,Melee,Boost Hammer,Queen Tigercrown II,7,0,413,0,0,1,0,0,M-BH-125,Polished Offense IV,7760,M-BH-125,Royal Filigree:2|Royal Fang:2|Royal Armor:2|Royal Wing:2|Conductor:1
M-BH-127,Melee,Boost Hammer,Queen Tigercrown N,8,0,451,0,0,1,0,0,M-BH-126,"Polished Offense IV, Buildup I",8800,M-BH-126,Royal Crown:1|Royal Fang:1|Royal Bone:3|Royal Ice Wing:2|Royal Ice Armor:1
M-BH-128,Melee,Boost Hammer,Queen Tigercrown X,10,0,575,0,0,1,0,0,M-BH-127,"Polished Offense IV, Buildup II",13600,M-BH-127,Empress Wreath:1|Royal Ice Armor:2|Empress Fang:2|Royal Bone:3|Royal Ice Wing:3
M-BH-129,Melee,Boost Hammer,Queen Tigercrown V,12,0,617,0,0,1,0,0,M-BH-128,"Polished Offense IV, Buildup III",40800,M-BH-128,Empress Wreath:2|Royal Ice Armor:3|Empress Fang:2|Royal Bone:3|Royal Ice Wing:3
M-BH-130,Melee,Boost Hammer,Queen Tigercrown S,13,0,655,0,0,1,0,0,M-BH-129,"Polished Offense IV, Buildup IV",52000,M-BH-129,Empress Wreath:3|Royal Crystal Armor:2|Empress Fang:3|Royal Amethyst:1|Royal Crystal Wing:2
M-BH-131,Melee,Boost Hammer,Queen Tigercrown EX,14,0,678,0,0,1,0,0,M-BH-130,"Polished Offense IV, Buildup IV",96000,M-BH-130,Generic Compound Core:1
M-BH-132,Melee,Boost Hammer,Type 61 Destroyer,3,0,179,0,1,0,0,0,-,Purified Spirit I,830,-,King Skull:1|King Gun:1|King Steel:1|King Armor:1
M-BH-133,Melee,Boost Hammer,Type 61 Destroyer II,4,0,252,0,1,0,0,0,M-BH-132,Purified Spirit II,2800,M-BH-132,King Cranium:1|King Gun:1|King Armor+:2|King Pad:1|Ignitor:1
M-BH-134,Melee,Boost Hammer,Type 74 Destroyer,6,0,343,0,1,0,0,0,M-BH-133,Purified Spirit III,4160,M-BH-133,King Cranium:2|King Gun:2|King Armor+:3|King Pad:1|King Feeler:1
M-BH-135,Melee,Boost Hammer,Type 74 Destroyer II,8,0,451,0,1,0,0,0,M-BH-134,Purified Spirit IV,8800,M-BH-134,King Cranium:2|Ares Gun:1|Ares Armor:2|King Sensor:1|Detonator:3
M-BH-136,Melee,Boost Hammer,Type 74 Destroyer N,9,0,541,0,1,0,0,0,M-BH-135,"Purified Spirit IV, Outbreak I",9600,M-BH-135,King Cranium:3|Ares Gun:2|Ares Armor:3|Pure Oil:1|Ares Alloy:2
M-BH-137,Melee,Boost Hammer,Type 87 Destroyer,11,0,597,0,1,0,0,0,M-BH-136,"Purified Spirit IV, Outbreak II",16000,M-BH-136,King Cranium:3|Ares Gun:3|Ares Armor:3|King Sensor:1|Ares Alloy:2
M-BH-138,Melee,Boost Hammer,Type 87 Destroyer II,13,0,655,0,1,0,0,0,M-BH-137,"Purified Spirit IV, Outbreak III",52000,M-BH-137,King Cranium:3|Ares Gun:3|Pluto Skull:2|Ares Grease:1|Ares Alloy:2
M-BH-139,Melee,Boost Hammer,Type 87 Destroyer EX,14,0,678,0,1,0,0,0,M-BH-138,"Purified Spirit IV, Outbreak IV",96000,M-BH-138,Generic Compound Core:1
M-BH-140,Melee,Boost Hammer,Type T35 Destroyer,5,0,297,0,0,1,0,0,M-BH-133,Purified Spirit III,3360,M-BH-133,Pluto Skull:1|Pluto Gun:2|Fallen King Armor:2|King Pad:1
M-BH-141,Melee,Boost Hammer,Type T35 Destroyer II,6,0,343,0,0,1,0,0,M-BH-140,Purified Spirit IV,4160,M-BH-140,Pluto Skull:1|Pluto Gun:3|Fallen King Armor:2|King Pad:1|Ignitor:2
M-BH-142,Melee,Boost Hammer,Type T90 Destroyer,8,0,451,0,0,1,0,0,M-BH-141,"Purified Spirit IV, Outbreak I",8800,M-BH-141,Pluto Skull:2|Pluto Frost Gun:2|Pluto Ice Armor:3|King Shock Absorber:3|Pluto Grease:1
M-BH-143,Melee,Boost Hammer,Type T99 Destroyer,10,0,575,0,0,1,0,0,M-BH-142,"Purified Spirit IV, Outbreak II",13600,M-BH-142,Pluto Skull:2|Ice King Gun:2|Ice King Armor:3|Ice King Grease:1|Detonator:3
M-BH-144,Melee,Boost Hammer,Type T99 Destroyer EX,14,0,678,0,0,1,0,0,M-BH-143,"Purified Spirit IV, Outbreak IV",96000,M-BH-143,Generic Compound Core:1
M-BH-145,Melee,Boost Hammer,Merkava Destroyer,6,0,343,0,0,0,0,1,M-BH-133,Purified Spirit III,4160,M-BH-133,Anathema Filigree:2|Anathema Gun:1|Anathema Armor:3|Ignitor:3
M-BH-146,Melee,Boost Hammer,Merkava Destroyer II,7,0,413,0,0,0,0,1,M-BH-145,Purified Spirit IV,7760,M-BH-145,Anathema Filigree:1|Anathema Gun:2|Anathema Armor:2|King Nephrite:1|Detonator:2
M-BH-147,Melee,Boost Hammer,Chario Destroyer,8,0,451,0,0,0,0,1,M-BH-146,"Purified Spirit IV, Outbreak I",8800,M-BH-146,Anathema Crown:1|Anathema Shooter:3|Anathema Raiment:2|Anathema Frame:1|King Nephrite:1
